date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:20	3179/3179	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-c6b%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/ckeditor_4_5_7/adapters/jquery.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/ckeditor_4_5_7/adapters/jquery.js	(from https://alamosa.aps.edu/)
14:09:20	15324/15324	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-3bdc%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/vendor/jquery.ui.widget.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/vendor/jquery.ui.widget.js	(from https://alamosa.aps.edu/)
14:09:20	17903/17903	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-45ef%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/load_image/js/load-image.all.min.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/load_image/js/load-image.all.min.js	(from https://alamosa.aps.edu/)
14:09:20	3582/3582	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-dfe%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/load_image/js/canvas-to-blob.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/load_image/js/canvas-to-blob.js	(from https://alamosa.aps.edu/)
14:09:20	10049/10049	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-2741%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.iframe-transport.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.iframe-transport.js	(from https://alamosa.aps.edu/)
14:09:21	57463/57463	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-e077%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.fileupload.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.fileupload.js	(from https://alamosa.aps.edu/)
14:09:21	5899/5899	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-170b%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.fileupload-process.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.fileupload-process.js	(from https://alamosa.aps.edu/)
14:09:21	11171/11171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-2ba3%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.fileupload-image.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jquery_file_upload/js/jquery.fileupload-image.js	(from https://alamosa.aps.edu/)
14:09:21	28054/28054	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-6d96%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jquery/extra/js/jquery.tokeninput_v1.6.0.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jquery/extra/js/jquery.tokeninput_v1.6.0.js	(from https://alamosa.aps.edu/)
14:09:22	29223/29223	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-7227%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/jscolor/jscolor-2.0.4/jscolor.min.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/jscolor/jscolor-2.0.4/jscolor.min.js	(from https://alamosa.aps.edu/)
14:09:22	8425/8425	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2019%20Apr%202023%2020:09:22%20GMT	https://alamosa.aps.edu/pf4/version_release_1.0.61ssl/javascript/focus_visible.js	C:/My%20Web%20Sites/Alamosa%20ES/alamosa.aps.edu/pf4/version_release_1.0.61ssl/javascript/focus_visible.js	(from https://alamosa.aps.edu/)
14:09:22	424257/424257	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Apr%202023%2020:09:22%20GMT	https://alamosa.aps.edu/pf4/cms2/view_page	C:/My%20Web%20Sites/Alamosa%20ES/alamosa.aps.edu/pf4/cms2/view_page.html	(from https://alamosa.aps.edu/)
14:09:22	13046/13046	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-32f6%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/iframeResizer/iframeResizer.min.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/iframeResizer/iframeResizer.min.js	(from https://alamosa.aps.edu/)
14:09:23	143143/143143	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263cd4fba-22f27%22	https://cdn.schoolloop.com/release_1.0.61/static/lib/video/plyr/plyr_sl_hacked.js	C:/My%20Web%20Sites/Alamosa%20ES/cdn.schoolloop.com/release_1.0.61/static/lib/video/plyr/plyr_sl_hacked.js	(from https://alamosa.aps.edu/)
